Model,Location,Years_old,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Toyota,Delhi,7,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1650000.0
Honda,Pune,2,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,780000.0
Hyundai,Kochi,7,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,370000.0
Hyundai,Hyderabad,8,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,400000.0
BMW,Mumbai,5,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,2675000.0
Audi,Coimbatore,4,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,2803000.0
Maruti,Kochi,3,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,544000.0
Maruti,Delhi,3,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,620000.0
Hyundai,Kolkata,15,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,90000.0
Maruti,Mumbai,4,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,395000.0
Tata,Pune,9,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,44000.0
Ford,Ahmedabad,8,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,275000.0
Volkswagen,Hyderabad,9,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,750000.0
Fiat,Chennai,10,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,250000.0
Mahindra,Hyderabad,5,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,500000.0
Maruti,Hyderabad,7,67263,Petrol,Manual,First,18.9,998.0,67.1,5.0,360000.0
Toyota,Kochi,8,44223,Petrol,Manual,First,17.6,1496.0,88.7,5.0,399000.0
Hyundai,Coimbatore,5,36840,Petrol,Manual,First,18.9,1197.0,82.0,5.0,564000.0
Toyota,Pune,6,160000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,1200000.0
Tata,Kolkata,12,133000,Diesel,Manual,First,16.8,1405.0,62.0,5.0,70000.0
BMW,Mumbai,5,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,1900000.0
Ford,Delhi,3,38000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,3048000.0
Maruti,Mumbai,3,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,819999.9999999999
Ford,Kolkata,5,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,755000.0
Chevrolet,Pune,13,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,99000.0
Honda,Delhi,9,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,415000.00000000006
Nissan,Chennai,4,90000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,620000.0
Maruti,Kolkata,4,18000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,440000.00000000006
Ford,Kolkata,8,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,210000.0
Fiat,Jaipur,9,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,220000.00000000003
Hyundai,Coimbatore,2,32851,Petrol,Manual,First,18.6,1197.0,81.86,5.0,834000.0
Maruti,Kolkata,6,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,434999.99999999994
Ford,Hyderabad,6,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,680000.0
Maruti,Jaipur,10,71000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,330000.0
Hyundai,Kochi,4,19947,Petrol,Manual,First,18.9,1197.0,82.0,5.0,504000.0
Ford,Hyderabad,8,91000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,919999.9999999999
Volkswagen,Hyderabad,6,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,570000.0
Mahindra,Kochi,2,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,848000.0
Renault,Hyderabad,8,110224,Diesel,Manual,First,19.01,1461.0,108.45,5.0,610000.0
Maruti,Ahmedabad,10,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,275000.0
Maruti,Pune,3,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,800000.0
Maruti,Jaipur,10,73513,Petrol,Manual,First,19.7,796.0,46.3,5.0,185000.0
Maruti,Jaipur,5,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,385000.0
Maruti,Coimbatore,3,28371,Petrol,Manual,First,15.1,1196.0,73.0,7.0,474000.0
Renault,Kochi,7,74755,Diesel,Manual,First,19.6,1461.0,108.45,5.0,563000.0
Maruti,Kochi,9,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,262000.0
Renault,Kochi,5,82603,Petrol,Manual,First,13.06,1598.0,102.53,5.0,490000.00000000006
Honda,Chennai,14,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,265000.0
Mahindra,Delhi,8,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,599000.0
Mahindra,Chennai,9,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,240000.0
Renault,Delhi,3,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,425000.0
Porsche,Mumbai,7,70000,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,4000000.0
Maruti,Pune,12,150000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,270000.0
Datsun,Hyderabad,4,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,299000.0
Hyundai,Chennai,9,37442,Petrol,Manual,First,18.5,1197.0,80.0,5.0,340000.0
BMW,Coimbatore,4,63111,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,3080000.0
Maruti,Mumbai,8,88000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,585000.0
Hyundai,Jaipur,6,42355,Petrol,Manual,First,18.9,1197.0,82.0,5.0,400000.0
BMW,Coimbatore,9,75871,Petrol,Automatic,First,9.43,2996.0,254.0,5.0,1412000.0
Chevrolet,Mumbai,9,65000,Diesel,Manual,First,17.9,1998.0,163.7,5.0,455000.0
Maruti,Jaipur,9,79232,Diesel,Manual,First,21.1,1248.0,73.9,5.0,290000.0
Mercedes-Benz,Pune,13,220000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,600000.0
Hyundai,Kochi,4,28470,Petrol,Manual,First,18.6,1197.0,81.83,5.0,695000.0
Hyundai,Kolkata,6,9759,Petrol,Manual,First,20.3,998.0,68.05,5.0,275000.0
Maruti,Pune,6,75216,Diesel,Manual,First,22.9,1248.0,74.0,5.0,509999.99999999994
Hyundai,Chennai,3,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,675000.0
Maruti,Mumbai,6,59451,Petrol,Manual,First,18.5,1197.0,85.8,5.0,369000.0
Maruti,Hyderabad,7,53996,Diesel,Manual,First,22.9,1248.0,74.0,5.0,545000.0
Honda,Kochi,2,15135,Petrol,Manual,First,17.5,1199.0,88.7,5.0,928999.9999999999
Hyundai,Chennai,5,53000,Petrol,Automatic,Second,16.9,1197.0,81.86,5.0,400000.0
Honda,Kolkata,7,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,290000.0
Hyundai,Pune,7,21107,Petrol,Manual,First,17.1,1591.0,121.3,5.0,525000.0
Honda,Mumbai,6,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,575000.0
Hyundai,Coimbatore,3,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1312000.0
Mahindra,Kochi,6,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,783000.0
Maruti,Mumbai,7,25755,CNG,Manual,First,26.6,998.0,58.16,5.0,315000.0
Toyota,Mumbai,7,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1040000.0
Maruti,Pune,8,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,434999.99999999994
Maruti,Coimbatore,3,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,523000.00000000006
Hyundai,Coimbatore,4,43041,Petrol,Manual,First,18.9,1197.0,81.86,5.0,601000.0
Honda,Hyderabad,6,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,440000.00000000006
BMW,Chennai,10,83000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1275000.0
Ford,Delhi,9,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,240000.0
Volkswagen,Kochi,2,46007,Petrol,Manual,First,17.0,1198.0,73.75,5.0,571000.0
Ford,Kochi,5,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,549000.0
Honda,Pune,16,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,130000.0
Mahindra,Kolkata,6,55000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,850000.0
Toyota,Delhi,8,115000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1299000.0
Hyundai,Kolkata,3,31184,Petrol,Manual,First,18.9,1197.0,81.86,5.0,500000.0
Maruti,Pune,3,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,900000.0
Maruti,Kochi,4,38143,Diesel,Manual,First,22.9,1248.0,74.0,5.0,522000.0
Volkswagen,Pune,8,19030,Petrol,Manual,First,16.47,1198.0,73.9,5.0,380000.0
Toyota,Coimbatore,1,20877,Petrol,Manual,First,18.16,1197.0,78.9,5.0,727000.0
Maruti,Mumbai,4,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,509999.99999999994
Mercedes-Benz,Bangalore,7,29000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,2900000.0
Maruti,Pune,7,61000,Petrol,Manual,First,18.9,998.0,67.1,5.0,290000.0
Tata,Kochi,8,4187,Petrol,Manual,First,26.0,624.0,35.0,4.0,138000.0
Skoda,Bangalore,9,46000,Petrol,Manual,First,13.4,1798.0,157.8,5.0,550000.0
Volkswagen,Mumbai,4,28000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,725000.0
Hyundai,Coimbatore,6,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,698000.0
Tata,Hyderabad,3,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,525000.0
Hyundai,Kolkata,7,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,195000.0
Audi,Bangalore,6,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2450000.0
Toyota,Kochi,7,62162,Diesel,Manual,First,12.99,2494.0,100.0,7.0,831000.0
Mercedes-Benz,Hyderabad,8,83000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,3600000.0
Hyundai,Pune,5,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,550000.0
Honda,Kochi,9,62332,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,589000.0
Volkswagen,Kochi,4,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,795000.0
Hyundai,Mumbai,10,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,275000.0
Hyundai,Jaipur,8,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,625000.0
Ford,Hyderabad,5,36000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,495000.0
Hyundai,Kochi,1,27339,Petrol,Manual,First,18.6,1197.0,81.83,5.0,627000.0
Hyundai,Kolkata,3,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,865000.0
Hyundai,Kolkata,6,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,350000.0
Audi,Hyderabad,5,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,3500000.0
Maruti,Kolkata,5,27000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,445000.0
Hyundai,Kolkata,8,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,265000.0
Mahindra,Kolkata,3,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,470000.0
Hyundai,Ahmedabad,6,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5.0,890000.0
Jeep,Mumbai,3,7000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1745000.0
Maruti,Coimbatore,3,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,958000.0
Toyota,Kochi,8,83184,Petrol,Manual,First,14.28,1798.0,138.03,5.0,622000.0
Mahindra,Kolkata,7,87284,Diesel,Manual,First,15.1,2179.0,140.0,7.0,780000.0
BMW,Mumbai,4,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,2775000.0
Hyundai,Pune,5,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,700000.0
Mercedes-Benz,Coimbatore,3,33552,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,6487000.0
Chevrolet,Bangalore,7,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,650000.0
Hyundai,Jaipur,9,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,270000.0
Honda,Mumbai,8,70000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,250000.0
Nissan,Hyderabad,7,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,390000.0
Volkswagen,Delhi,5,58000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,395000.0
Hyundai,Chennai,10,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,210000.0
Chevrolet,Pune,11,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,350000.0
Hyundai,Hyderabad,13,70000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,200000.0
Maruti,Delhi,6,79870,Diesel,Manual,First,20.77,1248.0,88.76,7.0,535000.0
Honda,Delhi,7,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,380000.0
Mercedes-Benz,Mumbai,4,17000,Petrol,Automatic,First,15.5,1595.0,122.0,5.0,1725000.0
Hyundai,Kochi,2,46493,Petrol,Manual,First,18.9,1197.0,81.86,5.0,553000.0
Hyundai,Pune,11,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,195000.0
Maruti,Hyderabad,3,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,819999.9999999999
Honda,Pune,21,140000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,90000.0
Mini,Coimbatore,6,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,1941000.0
Fiat,Coimbatore,4,39228,Petrol,Manual,First,15.7,1368.0,112.4,5.0,658000.0
Chevrolet,Mumbai,9,57000,Petrol,Manual,Second,14.49,1399.0,92.7,5.0,210000.0
Hyundai,Chennai,12,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,200000.0
Hyundai,Delhi,5,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,370000.0
Maruti,Mumbai,6,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,380000.0
Hyundai,Jaipur,6,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,325000.0
Renault,Coimbatore,5,65668,Diesel,Manual,First,19.87,1461.0,83.8,5.0,553000.0
BMW,Ahmedabad,9,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,1090000.0
Hyundai,Kolkata,2,1800,Petrol,Manual,First,18.9,1197.0,82.0,5.0,509999.99999999994
Chevrolet,Pune,11,44200,Petrol,Manual,Second,18.0,995.0,62.0,5.0,160000.0
Honda,Ahmedabad,2,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1125000.0
Toyota,Delhi,8,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,1440000.0
Honda,Delhi,9,68000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,360000.0
BMW,Jaipur,3,19543,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,4050000.0
Audi,Bangalore,6,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,3895000.0000000005
Maruti,Delhi,6,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,360000.0
Volkswagen,Kochi,4,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,712000.0
Honda,Kochi,4,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,752000.0
Audi,Delhi,8,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,1035000.0
Skoda,Hyderabad,6,56000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,700000.0
Toyota,Delhi,9,60000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1085000.0
Chevrolet,Mumbai,10,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,235000.0
Maruti,Mumbai,6,34669,Petrol,Manual,First,15.1,1196.0,73.0,7.0,290000.0
Maruti,Delhi,3,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,765000.0
Maruti,Delhi,4,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,640000.0
Toyota,Pune,6,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1010000.0
Maruti,Kolkata,6,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,425000.0
Toyota,Kochi,1,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1964999.9999999998
Tata,Pune,3,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,440000.00000000006
Hyundai,Jaipur,8,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,325000.0
Ford,Pune,8,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,280000.0
Chevrolet,Kolkata,5,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,430000.0
Ford,Chennai,14,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,155000.0
Honda,Chennai,13,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,470000.0
Honda,Kochi,3,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,707000.0
Mercedes-Benz,Delhi,2,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,7900000.0
Hyundai,Delhi,2,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,575000.0
Maruti,Mumbai,8,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,325000.0
Volkswagen,Coimbatore,3,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,889000.0
Honda,Mumbai,5,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,590000.0
Honda,Kolkata,4,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,495000.0
Maruti,Delhi,6,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,375000.0
Hyundai,Kochi,3,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1097000.0
Audi,Kochi,6,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5.0,2494000.0
Hyundai,Kolkata,6,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,197000.0
Ford,Jaipur,10,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,140000.0
Volkswagen,Coimbatore,2,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,727000.0
Renault,Kolkata,7,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,400000.0
Honda,Kolkata,5,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,475000.0
Hyundai,Delhi,5,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,509999.99999999994
Audi,Coimbatore,8,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,1611000.0
Mahindra,Delhi,6,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,1055000.0
Toyota,Ahmedabad,3,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,3000000.0
Skoda,Kolkata,18,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,160000.0
Mercedes-Benz,Hyderabad,8,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,1848999.9999999998
Maruti,Kochi,2,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,996000.0000000001
Maruti,Hyderabad,7,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,475000.0
Toyota,Bangalore,18,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,365000.0
BMW,Delhi,8,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,1550000.0
Mitsubishi,Kochi,7,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,1182000.0
Toyota,Delhi,12,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,204999.99999999997
Maruti,Ahmedabad,4,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,330000.0
Maruti,Mumbai,7,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,225000.0
Audi,Kochi,6,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2012000.0
Hyundai,Chennai,3,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,495000.0
Honda,Coimbatore,4,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,748000.0
Mercedes-Benz,Mumbai,16,85000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,550000.0
Audi,Kochi,7,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,1319000.0
Maruti,Mumbai,8,88000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,385000.0
Maruti,Delhi,4,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,575000.0
Mahindra,Pune,6,81000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,900000.0
Chevrolet,Kochi,8,83381,Petrol,Manual,First,18.6,1199.0,79.4,5.0,221000.0
Ford,Kochi,3,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,809000.0
BMW,Coimbatore,3,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,4863000.0
Audi,Coimbatore,5,42747,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,3947000.0
BMW,Coimbatore,5,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5.0,2224000.0
Hyundai,Mumbai,11,21000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,260000.0
Hyundai,Ahmedabad,4,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1200000.0
Audi,Chennai,6,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,1800000.0
Hyundai,Kolkata,8,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,245000.00000000003
Ford,Mumbai,3,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,899000.0
Volkswagen,Kolkata,9,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,315000.0
Maruti,Jaipur,3,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,819999.9999999999
Mahindra,Ahmedabad,4,98000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1150000.0
Hyundai,Coimbatore,4,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,730000.0
Maruti,Chennai,12,65000,Petrol,Manual,First,19.7,796.0,46.3,5.0,159000.0
Hyundai,Delhi,5,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,315000.0
Mahindra,Kolkata,5,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,850000.0
Skoda,Hyderabad,10,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,300000.0
BMW,Mumbai,8,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,2100000.0
Honda,Hyderabad,4,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,775000.0
Mercedes-Benz,Mumbai,7,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,2300000.0
Mahindra,Mumbai,4,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1375000.0
Honda,Kochi,3,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,828999.9999999999
Maruti,Coimbatore,6,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,579000.0
Mercedes-Benz,Coimbatore,3,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,3050000.0
Honda,Mumbai,9,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,380000.0
Tata,Bangalore,6,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,445000.0
Hyundai,Delhi,8,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,330000.0
Fiat,Jaipur,11,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,175000.0
Honda,Bangalore,9,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,550000.0
Hyundai,Pune,3,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1335000.0
Audi,Delhi,3,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,2250000.0
Hyundai,Delhi,7,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,525000.0
Hyundai,Hyderabad,9,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,375000.0
Honda,Kochi,5,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,632000.0
Hyundai,Bangalore,2,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,775000.0
Ford,Chennai,14,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,137000.0
Hyundai,Mumbai,10,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,210000.0
Maruti,Hyderabad,4,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,930000.0000000001
Toyota,Ahmedabad,5,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1200000.0
Mercedes-Benz,Pune,3,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2350000.0
Maruti,Hyderabad,14,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,180000.0
Mercedes-Benz,Chennai,7,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,1250000.0
Maruti,Delhi,5,51000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,474000.0
Hyundai,Kochi,4,26038,Petrol,Manual,First,18.9,1197.0,82.0,5.0,543000.0
Toyota,Kochi,2,37713,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,3162000.0
Toyota,Kolkata,9,78088,Petrol,Manual,First,12.4,1998.0,132.0,8.0,630000.0
Ford,Kochi,3,30453,Diesel,Manual,First,22.77,1498.0,98.59,5.0,844999.9999999999
Ford,Pune,4,54000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,500000.0
Toyota,Chennai,9,190000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1300000.0
Maruti,Hyderabad,8,65097,Petrol,Manual,First,19.1,1197.0,85.8,5.0,470000.0
Maruti,Jaipur,11,111000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,151000.0
Renault,Kochi,7,63295,Diesel,Manual,First,19.01,1461.0,108.45,5.0,609000.0
Maruti,Mumbai,5,35770,Petrol,Manual,First,20.73,1373.0,91.1,5.0,595000.0
Hyundai,Hyderabad,8,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,900000.0
Skoda,Kolkata,5,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,425000.0
Mercedes-Benz,Hyderabad,7,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,2350000.0
Honda,Mumbai,9,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,635000.0
Maruti,Chennai,6,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,340000.0
BMW,Chennai,6,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2160000.0
Volkswagen,Chennai,9,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,400000.0
Maruti,Pune,2,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,550000.0
Land,Mumbai,8,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,1925000.0
Hyundai,Hyderabad,8,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,395000.0
Maruti,Mumbai,8,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,425000.0
Jeep,Kochi,2,28937,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1702000.0
